"Submission ID","Last updated","Submission started","Status","Current step","What is your current academic level?","How would you describe your personality in social situations?","How much free time do you have per week for internship preparation?","How is your energy level during a typical week?","How difficult is updating your CV for you personally?","How difficult is improving your LinkedIn profile for you personally?","How difficult is contacting a professor for you personally?","How difficult is talking to alumni for you personally?","How difficult is contacting HR or employees on LinkedIn for you personally?","How difficult is attending career fairs for you personally?","How difficult is attending workshops for you personally?","How difficult is participating in hackathons for you personally?","How difficult is joining a student club / association for you personally?","How difficult is doing company visits for you personally?","How difficult is searching in job platforms for you personally?","How difficult is sending spontaneous applications for you personally?","How difficult is preparing for internship interviews for you personally?","How difficult is doing skill-building activities (courses, Youtube, certifications) for you personally?","How long do you think updating your CV typically takes you?","How long do you think improving your LinkedIn profile typically takes you?","How long do you think contacting a professor typically takes you?","How long do you think talking to alumni typically takes you?","How long do you think contacting HR or employees on LinkedIn typically takes you?","How long do you think attending career fairs typically takes you?","How long do you think attending workshops typically takes you?","How long do you think participating in hackathons typically takes you?","How long do you think joining a student club / association typically takes you?","How long do you think doing company visits typically takes you?","How long do you think searching in job platforms typically takes you?","How long do you think sending spontaneous applications typically takes you?","How long do you think preparing for internship interviews typically takes you?","How long do you think doing skill-building activities (courses, YouTube, certifications) typically takes you?","How valuable do you think career fairs are for getting an internship?","How valuable do you think searching in job platforms is for getting an internship?","How valuable do you think contacting HR / networking is for getting an internship?","How valuable do you think company visits are for getting an internship?","How valuable do you think hackathons are for getting an internship?","How valuable do you think talking to alumni is for getting an internship?","How valuable do you think skill-building is for getting an internship?","How valuable do you think updating your CV is for getting an internship?","How valuable do you think optimizing LinkedIn is for getting an internship?","How valuable do you think spontaneous applications are for getting an internship?","How valuable do you think attending workshops is for getting an internship?","Please rank these 5 actions by importance (1 = most important).","How comfortable are you with talking to strangers?","How comfortable are you attending big networking events?","How comfortable are you with asking help from professionals or seniors?","Have you ever attended a career fair?","Have you ever applied on job platforms like LinkedIn, Indeed...?","Have you ever talked to alumni before?","What was the biggest challenge you faced while looking for an internship?","How confident are you about getting an internship this year?","Errors","Url","Network ID"
"d3f6d7c5-e252-4c6f-a3f8-19ca5bbc67fa","Fri Nov 28 2025 18:18:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 18:18:00 GMT+0100 (Central European Standard Time)","finished","Ending","Senior","Social","5","2","4","5","4","3","3","2","2","4","3","4","2","4","4","4","1–3 hours","1 day","1 day","3–5 hours","More than 1 day","1–3 hours","3–5 hours","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=d3f6d7c5-e252-4c6f-a3f8-19ca5bbc67fa","a5000ff7eb7f0caef49e625fb4396d37"
"fd30a9de-3bcd-4a93-9dc6-c2254f90b594","Fri Nov 28 2025 18:18:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 18:18:00 GMT+0100 (Central European Standard Time)","finished","Ending","Senior","Neutral","4","4","1","2","3","5","2","2","3","4","2","5","4","2","4","2","3–5 hours","3–5 hours","1–3 hours","More than 1 day","1–3 hours","More than 1 day","1 day","More than 1 day","3–5 hours","More than 1 day","More than 1 day","1 day","More than 1 day","3–5 hours","3","5","3","4","2","6","5","7","5","4","3","Talking to alumni,Contacting HR / employees on LinkedIn,Doing company visits,Going to career fairs,Searching on job platforms","3","3","3","Yes","Yes","No","I didn't know who to contact","7","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=fd30a9de-3bcd-4a93-9dc6-c2254f90b594","a9d32725d7be55be186b74de51216312"
"b85352e1-e2dd-4b73-9ad6-9f630d814f0b","Fri Nov 28 2025 18:11:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 18:11:00 GMT+0100 (Central European Standard Time)","finished","Ending","Junior","Neutral","","2","1","1","4","3","2","3","4","1","4","4","1","5","","3","1–3 hours","1–3 hours","Less than 1 hour","1 day","3–5 hours","More than 1 day","1–3 hours","More than 1 day","1 day","More than 1 day","3–5 hours","Less than 1 hour","1 day","More than 1 day","3","5","5","1","1","3","4","5","5","1","1","Searching on job platforms,Talking to alumni,Going to career fairs,Contacting HR / employees on LinkedIn,Doing company visits","3","3","5","Yes","Yes","Yes","The test","6","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=b85352e1-e2dd-4b73-9ad6-9f630d814f0b","d36cc00552938ac51f34f7fb6334acce"
"7f99b18e-a684-47ac-9022-0ec0fe5e3514","Fri Nov 28 2025 18:10:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 18:10:00 GMT+0100 (Central European Standard Time)","finished","Ending","Junior","Neutral","1","3","2","4","2","2","3","2","4","4","2","2","4","2","3","3","1–3 hours","1–3 hours","Less than 1 hour","Less than 1 hour","Less than 1 hour","1–3 hours","3–5 hours","1 day","Less than 1 hour","1–3 hours","1–3 hours","1–3 hours","1–3 hours","1–3 hours","4","4","4","4","4","4","4","4","4","4","4","Talking to alumni,Searching on job platforms,Going to career fairs,Doing company visits,Contacting HR / employees on LinkedIn","3","3","3","No","No","No","","5","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=7f99b18e-a684-47ac-9022-0ec0fe5e3514","da6dee08a03b1e8a3ed645a04636eaa2"
"cb239f11-260f-4604-afd9-b50e1c995774","Fri Nov 28 2025 18:02:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 18:02:00 GMT+0100 (Central European Standard Time)","finished","Ending","Senior","Neutral","3","3","3","2","3","2","3","3","3","3","3","4","1","1","4","4","1–3 hours","Less than 1 hour","Less than 1 hour","Less than 1 hour","3–5 hours","1 day","1 day","More than 1 day","More than 1 day","1 day","1–3 hours","Less than 1 hour","1 day","More than 1 day","2","4","2","2","2","5","5","6","4","2","4","Talking to alumni,Searching on job platforms,Contacting HR / employees on LinkedIn,Going to career fairs,Doing company visits","3","3","3","Yes","Yes","Yes","","9","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=cb239f11-260f-4604-afd9-b50e1c995774","15eedd4e23ba03bca720027a2f4c0ca4"
"ec4404cb-0bea-4c4e-a679-b74303cd1a7b","Fri Nov 28 2025 18:00:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 18:00:00 GMT+0100 (Central European Standard Time)","finished","Ending","Senior","Neutral","4","3","2","3","3","3","5","3","3","4","3","3","4","4","5","5","1–3 hours","1–3 hours","3–5 hours","1 day","More than 1 day","More than 1 day","More than 1 day","More than 1 day","More than 1 day","More than 1 day","More than 1 day","1 day","More than 1 day","More than 1 day","4","6","6","3","3","4","7","7","7","6","3","Searching on job platforms,Contacting HR / employees on LinkedIn,Going to career fairs,Talking to alumni,Doing company visits","3","4","3","Yes","No","No","","5","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=ec4404cb-0bea-4c4e-a679-b74303cd1a7b","f186ab33d0d6e345bd6eb358bd4dc063"
"09ed2bd6-a100-481c-9890-1d14babc0554","Fri Nov 28 2025 18:00:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 18:00:00 GMT+0100 (Central European Standard Time)","finished","Ending","Junior","Social","4","3","3","3","4","4","4","3","4","4","3","5","3","4","4","4","1–3 hours","1–3 hours","1 day","1 day","3–5 hours","1–3 hours","More than 1 day","More than 1 day","More than 1 day","1 day","More than 1 day","More than 1 day","More than 1 day","More than 1 day","3","3","4","3","4","4","7","7","5","5","3","Searching on job platforms,Contacting HR / employees on LinkedIn,Going to career fairs,Doing company visits,Talking to alumni","3","2","5","Yes","Yes","No"," I didnt know who to contact ","8","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=09ed2bd6-a100-481c-9890-1d14babc0554","fd264977098f42a711550a65641c6236"
"ddcc7af4-84f0-4fbc-8eb9-a4afe9d4f22a","Fri Nov 28 2025 17:50:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 17:50:00 GMT+0100 (Central European Standard Time)","finished","Ending","Senior","Social","3","3","4","3","5","2","4","3","3","2","2","3","2","4","5","4","More than 1 day","1–3 hours","More than 1 day","More than 1 day","More than 1 day","More than 1 day","3–5 hours","More than 1 day","More than 1 day","1 day","3–5 hours","3–5 hours","More than 1 day","More than 1 day","4","4","6","5","2","6","6","7","7","4","2","Talking to alumni,Contacting HR / employees on LinkedIn,Going to career fairs,Searching on job platforms,Doing company visits","4","4","5","Yes","Yes","Yes","Non realistic requirements ","8","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=ddcc7af4-84f0-4fbc-8eb9-a4afe9d4f22a","3a643299b7d2080582ee586a96960d7d"
"7d97e8f3-32e4-4e45-8e7c-3034922369d3","Fri Nov 28 2025 17:49:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 17:49:00 GMT+0100 (Central European Standard Time)","finished","Ending","Senior","Social","4","3","2","3","4","3","3","5","4","5","3","5","5","2","3","3","1–3 hours","1–3 hours","More than 1 day","1 day","1–3 hours","More than 1 day","1 day","More than 1 day","3–5 hours","More than 1 day","More than 1 day","3–5 hours","3–5 hours","More than 1 day","3","2","4","3","5","5","6","6","5","6","4","Talking to alumni,Contacting HR / employees on LinkedIn,Searching on job platforms,Doing company visits,Going to career fairs","3","4","4","Yes","Yes","Yes","Getting the contact info of special people in a company because a lot of HR people are not responsive","7","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=7d97e8f3-32e4-4e45-8e7c-3034922369d3","2d2d0fa3b3fbb9de1f1918eb702a3a54"
"41b3b273-5d0c-49b1-b751-e94e6d15b3b8","Fri Nov 28 2025 17:44:00 GMT+0100 (Central European Standard Time)","Fri Nov 28 2025 17:44:00 GMT+0100 (Central European Standard Time)","finished","Ending","Senior","Neutral","4","3","3","2","5","5","5","4","5","5","3","5","3","3","5","5","More than 1 day","More than 1 day","1 day","3–5 hours","1–3 hours","Less than 1 hour","3–5 hours","1 day","More than 1 day","More than 1 day","","","","","","","","","","","","","","","","Contacting HR / employees on LinkedIn","1","1","5","Yes","Yes","No","","4","None","https://build.fillout.com/editor/mNRCHfaS5Xus/results?sessionId=41b3b273-5d0c-49b1-b751-e94e6d15b3b8","c70079f86a22b54eb8c0955744bd4502"
